Filename,License Plate
car1.jpg,MH12DE1433
car10.jpg,MH46AU2491
car11.jpg,TN21BY1620
car12.jpg,HR26DA0797
car13.jpg,B903AVW
car14.jpg,MH12DE1433
car2.jpg,KLO7CF6566
car3.jpg,HR26DK8337
car4.jpg,MH14BR6899
car5.jpg,21BH3421AA
car7.jpg,KLO7AH9981
car8.jpg,MH14EP1894
car9.jpg,TNO6R7700
